Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturI�n, Usa casco, DI�a de la semana, Sexo, Hora, Departamento, Localidad, Novedad, Tipo de Vehiculo, fixed, X, Y 
02/01/2022,19, CONDUCTOR, JUAN BAUTISTA SAA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14073691, MOTO,1,570390,6145595
02/01/2022,64, CONDUCTOR, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,19, MONTEVIDEO, MONTEVIDEO,14076101, AUTO,1,575955,6141075
03/01/2022,44, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO,6, MONTEVIDEO, MONTEVIDEO,14074965, BICICLETA,1,559055,6150190
03/01/2022,49, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,6, MONTEVIDEO, MONTEVIDEO,14074965, MOTO,1,559055,6150190
03/01/2022,28, CONDUCTOR, AVENIDA GENERAL EUGENIO GARZON, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO,14, MONTEVIDEO, MONTEVIDEO,14078073, MOTO,1,571195,6148070
03/01/2022,26, PEATON, AVENIDA GENERAL EUGENIO GARZON, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, SIN DATOS, LUNES, MASCULINO,23, MONTEVIDEO, MONTEVIDEO,14085646, SIN DATOS,1,571145,6148225
03/01/2022,41, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, LUNES, MASCULINO,3, MONTEVIDEO, MONTEVIDEO,14074727, AUTO,1,576765,6143035
03/01/2022,34, CONDUCTOR, ARQUITECTO BERNARDO PONCINI, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, NO USA CASCO, LUNES, MASCULINO,6, MONTEVIDEO, MONTEVIDEO,14074961, MOTO,1,574250,6144845
03/01/2022,49, CONDUCTOR, CAMINO CAPITAN TULA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, FEMENINO,16, MONTEVIDEO, MONTEVIDEO,14079148, BICICLETA,1,578380,6146405
03/01/2022,31, CONDUCTOR, RUTA 1 KM 16.900 (esq. CAMINO MANUEL MARIA FLORES), SIN DATOS, FALLECIDO EN EL LUGAR, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO,20, MONTEVIDEO, SIN DATOS,14079689, AUTO,1,560000,6146765
04/01/2022,25, CONDUCTOR, COLONIA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO,13, MONTEVIDEO, MONTEVIDEO,14083474, MOTO,1,574560,6137310
04/01/2022,73, CONDUCTOR, FILIPINAS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14084843, MOTO,1,567515,6140590
04/01/2022,54, PEATON, CUAREIM, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14084945, SIN DATOS,1,573855,6138615
04/01/2022,57, CONDUCTOR, CUAREIM, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14084945, AUTO,1,573855,6138615
04/01/2022,27, PASAJERO, MARISCALA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,20, MONTEVIDEO, MONTEVIDEO,14085996, AUTO,1,580470,6139290
04/01/2022,53, CONDUCTOR, AVENIDA ACROPOLIS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14086169, AUTO,1,579430,6144690
04/01/2022,24, PEATON, ARENAL GRANDE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, MARTES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14084700, SIN DATOS,1,575090,6138055
04/01/2022,22, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14084833, MOTO,1,574370,6140245
04/01/2022,22, PEATON, CUAREIM, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14084945, SIN DATOS,1,573855,6138615
04/01/2022,22, CONDUCTOR, MARISCALA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,20, MONTEVIDEO, MONTEVIDEO,14085996, AUTO,1,580470,6139290
04/01/2022,24, PASAJERO, MAGALLANES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO,23, MONTEVIDEO, MONTEVIDEO,14086314, AUTO,1,574435,6138460
04/01/2022,39, CONDUCTOR, MAGALLANES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,23, MONTEVIDEO, MONTEVIDEO,14086314, AUTO,1,574435,6138460
05/01/2022,41, PASAJERO, AVENIDA GENERAL RONDEAU, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, FEMENINO,13, MONTEVIDEO, MONTEVIDEO,14089770, MOTO,1,573770,6138400
05/01/2022,24, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,13, MONTEVIDEO, MONTEVIDEO,14090135, MOTO,1,578675,6146675
05/01/2022,46, CONDUCTOR, CAMINO CORONEL RAIZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14091709, MOTO,1,573105,6145830
05/01/2022,51, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14091767, MOTO,1,577820,6141965
05/01/2022, SIN DATOS, PEATON, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, MIERCOLES, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14087541, SIN DATOS,1,576270,6138535
05/01/2022,10, PEATON, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, MIERCOLES, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14087541, SIN DATOS,1,576270,6138535
05/01/2022,57, CONDUCTOR, AVENIDA GENERAL RONDEAU, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,13, MONTEVIDEO, MONTEVIDEO,14089770, MOTO,1,573770,6138400
05/01/2022,56, PASAJERO, CERRITO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, MIERCOLES, FEMENINO,14, MONTEVIDEO, MONTEVIDEO,14089864, OMNIBUS,1,572715,6137275
05/01/2022,35, CONDUCTOR, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14089890, MOTO,1,568225,6140625
05/01/2022,22, PASAJERO, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, FEMENINO,13, MONTEVIDEO, MONTEVIDEO,14090135, MOTO,1,578675,6146675
05/01/2022,44, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,13, MONTEVIDEO, MONTEVIDEO,14090135, MOTO,1,578675,6146675
05/01/2022,69, CONDUCTOR, RAFAEL BARRADAS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,15, MONTEVIDEO, MONTEVIDEO,14090416, MOTO,1,588010,6139990
05/01/2022,51, CONDUCTOR, AVENIDA OCHO DE OCTUBRE, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14092072, MOTO,1,579145,6141480
05/01/2022,11, PASAJERO, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MIERCOLES, FEMENINO,20, MONTEVIDEO, MONTEVIDEO,14092371, AUTO,1,579060,6150360
05/01/2022,50, PASAJERO, AVENIDA DOCTOR CARLOS NERY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14092539, MOTO,1,579115,6144610
05/01/2022,57, CONDUCTOR, AVENIDA DOCTOR CARLOS NERY, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MIERCOLES, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14092539, MOTO,1,579115,6144610
05/01/2022,23, CONDUCTOR, SANTA LUCIA, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, MIERCOLES, FEMENINO,23, MONTEVIDEO, MONTEVIDEO,14093212, MOTO,1,568230,6144900
06/01/2022,69, PEATON, AVENIDA JOSE BELLONI, SUBURBANA , HERIDO GRAVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, JUEVES, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14095483, SIN DATOS,1,578565,6145270
06/01/2022,41, CONDUCTOR, ALBERTO ZUM FELDE, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, JUEVES, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14097760, MOTO,1,582630,6139345
06/01/2022,32, CONDUCTOR, RAFAEL, SUBURBANA , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, JUEVES, MASCULINO,13, MONTEVIDEO, MONTEVIDEO,14095840, MOTO,1,580010,6145710
06/01/2022,21, CONDUCTOR, JOSE ANTONIO CABRERA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14097007, MOTO,1,579520,6141140
06/01/2022,25, CONDUCTOR, AGUSTIN DE URTUBEY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO,20, MONTEVIDEO, MONTEVIDEO,14097705, MOTO,1,577930,6137270
07/01/2022,70, PEATON, AVENIDA OCHO DE OCTUBRE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, VIERNES, FEMENINO,19, MONTEVIDEO, MONTEVIDEO,14103565, SIN DATOS,1,576285,6138375
07/01/2022,78, CONDUCTOR, DOCTOR JOSE MARIA MONTERO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14103572, AUTO,1,577085,6135270
07/01/2022,20, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, VIERNES, FEMENINO,18, MONTEVIDEO, MONTEVIDEO,14104029, BICICLETA,1,575695,6141400
07/01/2022,30, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO,0, MONTEVIDEO, MONTEVIDEO,14098179, MOTO,1,586990,6140250
07/01/2022, SIN DATOS, PASAJERO, PEDRO GIRALT, SUBURBANA , HERIDO LEVE, CAI�DA, NO USA CINTURON, SIN DATOS, VIERNES, FEMENINO,9, MONTEVIDEO, MONTEVIDEO,14100519, OMNIBUS,1,569660,6141960
07/01/2022,40, PASAJERO, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, VIERNES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14102798, OMNIBUS,1,572285,6141600
07/01/2022,37, CONDUCTOR, AVENIDA LUIS BATLLE BERRES, URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14103412, MOTO,1,566250,6145030
07/01/2022,30, PASAJERO, TEOFILO COLLAZO, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14103415, AUTO,1,579275,6141495
07/01/2022,40, CONDUCTOR, DOCTOR JOSE MARIA MONTERO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14103572, MOTO,1,577085,6135270
07/01/2022,40, CONDUCTOR, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO,20, MONTEVIDEO, MONTEVIDEO,14103881, MOTO,1,570985,6142670
07/01/2022,9, PEATON, BOULEVARD APARICIO SARAVIA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,20, MONTEVIDEO, MONTEVIDEO,14103912, SIN DATOS,1,576585,6144950
07/01/2022,28, PASAJERO, CAMINO MALDONADO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, VIERNES, FEMENINO,22, MONTEVIDEO, MONTEVIDEO,14104831, AUTO,1,580995,6144835
08/01/2022,19, CONDUCTOR, CAMINO CORRALES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, SI�BADO, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14105847, MOTO,1,577955,6143080
08/01/2022,23, CONDUCTOR, FRANCISCO VIDAL, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14106951, MOTO,1,577610,6135475
08/01/2022,35, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, FEMENINO,16, MONTEVIDEO, MONTEVIDEO,14107678, MOTO,1,576335,6141180
08/01/2022,35, CONDUCTOR, CAMINO DOMINGO ARENA, SUBURBANA , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, SI�BADO, MASCULINO,4, MONTEVIDEO, MONTEVIDEO,14105396, MOTO,1,578720,6146925
08/01/2022,19, CONDUCTOR, CAMINO CORRALES, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14105689, MOTO,1,577955,6143080
08/01/2022,29, PASAJERO, CAMINO CORRALES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14105689, MOTO,1,577955,6143080
08/01/2022,29, PASAJERO, CAMINO CORRALES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, SI�BADO, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14105847, MOTO,1,577955,6143080
08/01/2022,34, CONDUCTOR, JOSE ELLAURI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14105970, AUTO,1,577250,6135945
08/01/2022,50, CONDUCTOR, VIA_PUBLICA, URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14106800, CAMION,1,568080,6142165
08/01/2022,68, PASAJERO, GABOTO, SUBURBANA , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, SI�BADO, FEMENINO,14, MONTEVIDEO, MONTEVIDEO,14107055, AUTO,1,574820,6137885
08/01/2022,54, CONDUCTOR, GABOTO, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,14, MONTEVIDEO, MONTEVIDEO,14107055, AUTO,1,574820,6137885
08/01/2022,24, CONDUCTOR, PARAGUAY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,15, MONTEVIDEO, MONTEVIDEO,14107460, MOTO,1,573645,6138700
08/01/2022,28, PEATON, BOULEVARD APARICIO SARAVIA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,14, MONTEVIDEO, MONTEVIDEO,14107588, SIN DATOS,1,581445,6146205
08/01/2022,27, CONDUCTOR, BLANDENGUES ESQ. RAMON DEL VALLE INCLAN, SIN DATOS, FALLECIDO EN EL LUGAR, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14107901, MOTO,1,574830,6139505
08/01/2022,22, CONDUCTOR, ENRIQUE CASARAVILLA LEMOS, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, SI�BADO, FEMENINO,18, MONTEVIDEO, MONTEVIDEO,14108213, MOTO,1,572950,6146635
08/01/2022,35, CONDUCTOR, COLONIA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14108419, MOTO,1,574435,6137245
08/01/2022,24, CONDUCTOR, CAMINO BAJO DE LA PETIZA, SUBURBANA , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,22, MONTEVIDEO, MONTEVIDEO,14109107, MOTO,1,565205,6141035
